,accuracy,loss,val_accuracy,val_loss
0,0.34690552949905396,68.4561767578125,0.3571428656578064,64.15139770507812
1,0.34690552949905396,65.43081665039062,0.3571428656578064,61.1893310546875
2,0.34690552949905396,62.424808502197266,0.3571428656578064,58.148170471191406
3,0.34690552949905396,59.394466400146484,0.3571428656578064,55.1526985168457
4,0.34690552949905396,56.37349319458008,0.3571428656578064,52.23342514038086
5,0.3485341966152191,53.39105224609375,0.3571428656578064,49.25038146972656
6,0.3485341966152191,50.389122009277344,0.3571428656578064,46.253665924072266
7,0.3485341966152191,47.36624526977539,0.3571428656578064,43.2833251953125
8,0.3485341966152191,44.34569549560547,0.3571428656578064,40.36037826538086
9,0.3485341966152191,41.41095733642578,0.3636363744735718,37.37718963623047
10,0.3534201979637146,38.405242919921875,0.3636363744735718,34.46764373779297
11,0.3566775321960449,35.451622009277344,0.3636363744735718,31.540889739990234
12,0.35993486642837524,32.54353332519531,0.3636363744735718,28.705936431884766
13,0.35993486642837524,29.628948211669922,0.3571428656578064,26.01493263244629
14,0.3534201979637146,26.79266357421875,0.350649356842041,23.304237365722656
15,0.35504886507987976,23.990312576293945,0.350649356842041,20.633983612060547
16,0.3566775321960449,21.23716163635254,0.3571428656578064,18.0494384765625
17,0.3583061993122101,18.466737747192383,0.3636363744735718,15.4632568359375
18,0.3631921708583832,15.753219604492188,0.3896103799343109,12.926466941833496
19,0.3697068393230438,13.1290283203125,0.41558441519737244,10.680649757385254
20,0.371335506439209,10.759734153747559,0.40909090638160706,8.786177635192871
21,0.3403908908367157,8.766044616699219,0.41558441519737244,7.283447265625
22,0.3322475552558899,7.325459957122803,0.41558441519737244,6.345232963562012
23,0.34690552949905396,6.415052890777588,0.41558441519737244,5.772560119628906
24,0.34364819526672363,5.878605365753174,0.40909090638160706,5.434746265411377
25,0.35504886507987976,5.547697067260742,0.44155845046043396,5.2357001304626465
26,0.36482083797454834,5.357421398162842,0.44155845046043396,5.111266136169434
27,0.37296417355537415,5.248691082000732,0.44805195927619934,5.034905433654785
28,0.3794788420200348,5.159587860107422,0.44805195927619934,4.986145973205566
29,0.39413681626319885,5.096738338470459,0.4610389471054077,4.9420623779296875
30,0.39413681626319885,5.050020217895508,0.4545454680919647,4.897678852081299
31,0.3973941504955292,4.999269485473633,0.4675324559211731,4.852102279663086
32,0.3973941504955292,4.949385166168213,0.4545454680919647,4.806898593902588
33,0.3973941504955292,4.901933193206787,0.4545454680919647,4.761291027069092
34,0.4006514549255371,4.848858833312988,0.44805195927619934,4.717243194580078
35,0.40390878915786743,4.80081844329834,0.4545454680919647,4.671535968780518
36,0.3973941504955292,4.754697322845459,0.44155845046043396,4.621195316314697
37,0.40228012204170227,4.704830169677734,0.44805195927619934,4.579343795776367
38,0.40716612339019775,4.655622482299805,0.44155845046043396,4.519089698791504
39,0.40390878915786743,4.604059219360352,0.44155845046043396,4.4747443199157715
40,0.4055374562740326,4.5558624267578125,0.4350649416446686,4.4330573081970215
41,0.40390878915786743,4.503627300262451,0.44155845046043396,4.380036354064941
42,0.4104234576225281,4.45432710647583,0.44155845046043396,4.337468147277832
43,0.41205212473869324,4.403347969055176,0.4350649416446686,4.284241676330566
44,0.40228012204170227,4.353549003601074,0.44155845046043396,4.2269978523254395
45,0.41693809628486633,4.305076599121094,0.44155845046043396,4.1860480308532715
46,0.4104234576225281,4.2512335777282715,0.44805195927619934,4.130036354064941
47,0.4136807918548584,4.197502613067627,0.44155845046043396,4.0795183181762695
48,0.4104234576225281,4.143436908721924,0.44155845046043396,4.0322089195251465
49,0.4055374562740326,4.095244884490967,0.44155845046043396,3.978728771209717
50,0.4104234576225281,4.0428056716918945,0.44805195927619934,3.923945903778076
51,0.4087947905063629,3.9885544776916504,0.44155845046043396,3.8747177124023438
